"Token","Count","Number of Dialogue Acts","Total Acts"
"administrating",2,2,174291
"realization",2,2,174291
"wagons",2,2,174291
"summons",2,2,174291
"understaffed",2,2,174291
"leafy",2,1,174291
"attentive",2,2,174291
"kathleen",2,2,174291
"seeded",2,2,174291
"hoosiers",2,2,174291
"institutes",2,2,174291
"dividing",2,2,174291
"denial",2,2,174291
"raspy",2,1,174291
"olden",2,2,174291
"quaint",2,2,174291
"narcissus",2,2,174291
"child_talking",2,1,174291
"organizing",2,2,174291
"balloting",2,2,174291
"distinction",2,2,174291
"assortment",2,2,174291
"precedence",2,2,174291
"psychedelic",2,2,174291
"snacks",2,2,174291
"configured",2,2,174291
"crackdown",2,2,174291
"hangs",2,2,174291
"alkaline",2,2,174291
"rail",2,2,174291
"tortilla",2,2,174291
"rait",2,2,174291
"backlog",2,2,174291
"raid",2,2,174291
"integrated",2,2,174291
"gals",2,2,174291
"tarpley's",2,2,174291
"unfairly",2,2,174291
"lobbying",2,2,174291
"linguist",2,2,174291
"oyster",2,2,174291
"workday",2,2,174291
"evaluated",2,2,174291
"ordinarily",2,2,174291
"salsa",2,2,174291
"inspectors",2,2,174291
"pickle",2,2,174291
"thickens",2,2,174291
"eyesore",2,2,174291
"wills",2,2,174291
"gainfully",2,1,174291
"opacity",2,2,174291
"admits",2,2,174291
"excessively",2,2,174291
"furnish",2,2,174291
"quorum",2,2,174291
"garp",2,2,174291
"profound",2,1,174291
"phantom",2,2,174291
"garb",2,1,174291
"cosmo",2,2,174291
"moynihan's",2,2,174291
"desktop",2,2,174291
"charlene",2,2,174291
"fuses",2,2,174291
"forestry",2,2,174291
"limbo",2,2,174291
"divine",2,2,174291
"extenuating",2,2,174291
"dismissed",2,2,174291
"aimed",2,2,174291
"plated",2,2,174291
"noses",2,2,174291
"jennifer",2,2,174291
"progressively",2,2,174291
"melodious",2,2,174291
"lavon",2,2,174291
"slender",2,2,174291
"boys'",2,2,174291
"area's",2,2,174291
"frito",2,2,174291
"photos",2,2,174291
"trampoline",2,2,174291
"fertilizers",2,2,174291
"essay",2,2,174291
"kodak",2,2,174291
"illusion",2,2,174291
"repacked",2,2,174291
"skits",2,2,174291
"allante",2,1,174291
"rescue",2,2,174291
"disbanded",2,2,174291
"frise",2,2,174291
"consternation",2,2,174291
"adaptation",2,2,174291
"proclamation",2,2,174291
"straightened",2,2,174291
"seas",2,2,174291
"destruct",2,2,174291
"expire",2,2,174291
"knob",2,2,174291
"accountability",2,2,174291
"pierce",2,2,174291
"righteous",2,2,174291
"heed",2,2,174291
"closes",2,2,174291
"fairway",2,2,174291
"dampener",2,2,174291
"joins",2,2,174291
"aqua",2,2,174291
"hides",2,2,174291
"purplish",2,1,174291
"israel's",2,2,174291
"sprayer",2,2,174291
"zenith",2,2,174291
"closeness",2,2,174291
"hospice",2,2,174291
"petersburg",2,2,174291
"ornaments",2,2,174291
"disagreeing",2,2,174291
"readings",2,2,174291
"revolutionary",2,2,174291
"videotaped",2,2,174291
"mediation",2,2,174291
"thousandth",2,2,174291
"sally",2,2,174291
"vigilantism",2,2,174291
"thou",2,2,174291
"prone",2,2,174291
"nuking",2,1,174291
"creatures",2,2,174291
"brace",2,2,174291
"composers",2,2,174291
"treaty",2,2,174291
"virgo",2,2,174291
"brady",2,2,174291
"spacious",2,2,174291
"slows",2,2,174291
"compartment",2,2,174291
"williams'",2,1,174291
"possess",2,2,174291
"volunteers",2,2,174291
"strangler",2,1,174291
"swampers",2,2,174291
"faculties",2,2,174291
"strangled",2,2,174291
"rationalize",2,2,174291
"citibank",2,2,174291
"sworn",2,2,174291
"dominate",2,2,174291
"sewn",2,2,174291
"clearer",2,2,174291
"governmental",2,2,174291
"reasoned",2,2,174291
"youths",2,2,174291
"steaming",2,2,174291
"paintings",2,2,174291
"laborers",2,1,174291
"bush's",2,2,174291
"inception",2,2,174291
"clarence",2,2,174291
"bump",2,2,174291
"arid",2,2,174291
"desks",2,2,174291
"sausages",2,2,174291
"mason",2,2,174291
"mistrials",2,2,174291
"buns",2,2,174291
"impractical",2,2,174291
"tide",2,2,174291
"supernatural",2,2,174291
"beneath",2,2,174291
"winnie",2,2,174291
"basin",2,2,174291
"mellowed",2,2,174291
"frostings",2,1,174291
"trashed",2,2,174291
"transplants",2,2,174291
"plywood",2,2,174291
"sacrifices",2,2,174291
"objectives",2,2,174291
"burt",2,2,174291
"diner's",2,2,174291
"moderately",2,2,174291
"casinos",2,2,174291
"peeled",2,2,174291
"subbing",2,2,174291
"unnecessarily",2,2,174291
"deteriorate",2,2,174291
"critically",2,2,174291
"geriatrics",2,2,174291
"pooling",2,2,174291
"resign",2,2,174291
"bathe",2,2,174291
"reside",2,2,174291
"currency",2,2,174291
"overreact",2,2,174291
"refresh",2,2,174291
"charm",2,2,174291
"wednesday's",2,2,174291
"fingernails",2,2,174291
"residences",2,2,174291
"waxed",2,2,174291
"evacuated",2,2,174291
"quieter",2,2,174291
"debussy",2,1,174291
"inasmuch",2,2,174291
"chang",2,2,174291
"horrifying",2,2,174291
"composting",2,2,174291
"zoning",2,2,174291
"coloring",2,2,174291
"dinosaur",2,2,174291
"blatant",2,2,174291
"endangerment",2,2,174291
"handicrafts",2,1,174291
"reagan's",2,2,174291
"merits",2,2,174291
"nicks",2,2,174291
"deficient",2,2,174291
"yip",2,2,174291
"glories",2,2,174291
"education's",2,2,174291
"bruises",2,2,174291
"careless",2,2,174291
"trek's",2,2,174291
"lifesaver",2,2,174291
"hopelessly",2,2,174291
"slivers",2,1,174291
"hubbard",2,2,174291
"sprout",2,2,174291
"banner",2,2,174291
"workmanship",2,2,174291
"nozzle",2,2,174291
"camry",2,2,174291
"pruning",2,2,174291
"fielding",2,2,174291
"granny",2,2,174291
"yow",2,2,174291
"lacked",2,2,174291
"beaumont",2,2,174291
"subsidiary",2,2,174291
"defaults",2,1,174291
"natives",2,2,174291
"bulky",2,2,174291
"calms",2,2,174291
"outraged",2,2,174291
"attleboro",2,2,174291
"thrive",2,2,174291
"misplaced",2,2,174291
"scotland",2,2,174291
"baron",2,2,174291
"zones",2,2,174291
"animal's",2,1,174291
"wallpapered",2,2,174291
"auditorium",2,2,174291
"maureen",2,2,174291
"trickle",2,2,174291
"softer",2,2,174291
"bedtime",2,2,174291
"ransom",2,1,174291
"internships",2,2,174291
"pertains",2,1,174291
"mario",2,2,174291
"fires",2,2,174291
"notify",2,2,174291
"outlaws",2,2,174291
"overpriced",2,2,174291
"defining",2,2,174291
"floated",2,2,174291
"winston",2,2,174291
"header",2,2,174291
"testifying",2,2,174291
"ringwald",2,2,174291
"softly",2,2,174291
"surveys",2,2,174291
"invulnerable",2,2,174291
"winnebago",2,2,174291
"lions",2,2,174291
"scuds",2,2,174291
"feared",2,2,174291
"notre",2,2,174291
"obsessive",2,2,174291
"edmunds",2,2,174291
"dissimilar",2,2,174291
"assu",2,1,174291
"personable",2,2,174291
"evolve",2,2,174291
"chopin",2,2,174291
"worldly",2,2,174291
"limping",2,2,174291
"untouchables",2,2,174291
"honors",2,2,174291
"molding",2,2,174291
"cheaply",2,2,174291
"impatiens",2,2,174291
"armenian",2,2,174291
"pinned",2,2,174291
"czar",2,2,174291
"gaithersburg",2,2,174291
"certainty",2,2,174291
"humanitarian",2,1,174291
"volunteered",2,2,174291
"discussions",2,2,174291
"binding",2,2,174291
"overtaken",2,2,174291
"repaid",2,2,174291
"wines",2,2,174291
"federally",2,2,174291
"boiled",2,2,174291
"carnegie",2,2,174291
"innocuous",2,2,174291
"springtime",2,1,174291
"ridged",2,2,174291
"innate",2,2,174291
"docile",2,2,174291
"accordion",2,2,174291
"focal",2,2,174291
"skylark",2,2,174291
"ruffle",2,2,174291
"gilmore",2,2,174291
"shellfish",2,2,174291
"weave",2,2,174291
"shaken",2,2,174291
"fart",2,1,174291
"acuity",2,2,174291
"lenses",2,2,174291
"percentile",2,2,174291
"milan",2,2,174291
"maneuver",2,2,174291
"accelerated",2,2,174291
"precedent",2,2,174291
"cantaloupes",2,2,174291
"dorms",2,2,174291
"businesslike",2,2,174291
"seventeenth",2,2,174291
"smallest",2,2,174291
"directors",2,2,174291
"impenadas",2,2,174291
"perpetrators",2,2,174291
"surrogacy",2,2,174291
"objectivity",2,2,174291
"bulldozers",2,2,174291
"clone",2,2,174291
"pledge",2,2,174291
"doris",2,2,174291
"arithmetic",2,2,174291
"shah",2,2,174291
"denver's",2,2,174291
"dailies",2,2,174291
"cornered",2,2,174291
"distributed",2,2,174291
"happily",2,2,174291
"jigsaw",2,2,174291
"preoccupied",2,2,174291
"cookouts",2,2,174291
"tawakoni",2,2,174291
"exclusion",2,2,174291
"isolating",2,2,174291
"will's",2,2,174291
"acquaintance",2,2,174291
"movers",2,2,174291
"binders",2,2,174291
"reba",2,2,174291
"unlocked",2,2,174291
"hoover",2,2,174291
"reap",2,2,174291
"upgrading",2,2,174291
"hollies",2,2,174291
"tattoos",2,2,174291
"weeny",2,2,174291
"minute's",2,2,174291
"milestone",2,2,174291
"uplifting",2,2,174291
"whitney",2,2,174291
"reef",2,2,174291
"photographs",2,1,174291
"waterfront",2,2,174291
"doubting",2,2,174291
"acquire",2,2,174291
"taker",2,2,174291
"calendars",2,2,174291
"setter",2,2,174291
"gene's",2,2,174291
"anteks",2,2,174291
"vulnerable",2,2,174291
"rinky",2,2,174291
"winding",2,2,174291
"parakeet",2,2,174291
"parameters",2,2,174291
"shoo",2,2,174291
"michelle",2,2,174291
"cautious",2,2,174291
"tulips",2,2,174291
"crowding",2,2,174291
"arrive",2,2,174291
"estimated",2,2,174291
"cracker",2,2,174291
"contras",2,2,174291
"soldered",2,2,174291
"incline",2,2,174291
"destin",2,2,174291
"tibby",2,2,174291
"grandy's",2,2,174291
"reps",2,2,174291
"freezers",2,2,174291
"harry",2,2,174291
"ditches",2,2,174291
"addictive",2,2,174291
"gorbachev's",2,2,174291
"disciplinary",2,2,174291
"detective",2,2,174291
"tarheels",2,2,174291
"lube",2,2,174291
"thirtysomething",2,2,174291
"bedridden",2,2,174291
"sheer",2,2,174291
"imitation",2,2,174291
"clout",2,2,174291
"kingdom",2,2,174291
"crabgrass",2,2,174291
"flights",2,2,174291
"soapbox",2,2,174291
"cinema",2,2,174291
"mates",2,2,174291
"accurately",2,2,174291
"sailor",2,2,174291
"proteins",2,2,174291
"inhaled",2,2,174291
"barometric",2,2,174291
"casseroles",2,2,174291
"autry",2,2,174291
"luke",2,2,174291
"steinbeck",2,2,174291
"simpson",2,2,174291
"accountants",2,2,174291
"batty",2,2,174291
"disappoints",2,2,174291
"shboom",2,2,174291
"sayings",2,2,174291
"merger",2,2,174291
"compulsive",2,2,174291
"torrential",2,2,174291
"copperheads",2,2,174291
"faithfully",2,1,174291
"ricans",2,2,174291
"baton",2,2,174291
"outgrew",2,2,174291
"reporters",2,2,174291
"stadium's",2,2,174291
"paso's",2,2,174291
"nickelodeon",2,2,174291
"krishna",2,1,174291
"respectful",2,2,174291
"lust",2,2,174291
"administered",2,2,174291
"pokes",2,2,174291
"poker",2,2,174291
"deter",2,2,174291
"heartbeats",2,2,174291
"predominant",2,2,174291
"bundy",2,2,174291
"niece",2,2,174291
"countrymen",2,2,174291
"nannies",2,2,174291
"andrews",2,2,174291
"rayburn",2,2,174291
"graying",2,2,174291
"clancy",2,2,174291
"hind",2,2,174291
"simi",2,2,174291
"harsher",2,2,174291
"sill",2,2,174291
"periodicals",2,2,174291
"hilt",2,2,174291
"intervene",2,2,174291
"momo's",2,2,174291
"uninformed",2,2,174291
"vivid",2,2,174291
"graphs",2,2,174291
"queen's",2,1,174291
"strippers",2,1,174291
"swimmers",2,2,174291
"ludwig",2,2,174291
"moonlighting",2,2,174291
"aikman's",2,2,174291
"typos",2,1,174291
"bifocals",2,2,174291
"d'oeuvre",2,2,174291
"observation",2,2,174291
"fraction",2,2,174291
"abortions",2,2,174291
"lawlessness",2,2,174291
"interim",2,2,174291
"arsenal",2,2,174291
"secretive",2,2,174291
"kingsley",2,2,174291
"restructure",2,2,174291
"roadways",2,1,174291
"accrued",2,1,174291
"stanley",2,2,174291
"reputations",2,2,174291
"bearable",2,2,174291
"stabilized",2,2,174291
"temper",2,2,174291
"frantic",2,2,174291
"doctors'",2,2,174291
"stirring",2,2,174291
"multiplication",2,2,174291
"lumped",2,2,174291
"accessories",2,2,174291
"towed",2,2,174291
"accumulated",2,2,174291
"blackman",2,2,174291
"justifiable",2,2,174291
"breckenridge",2,2,174291
"drumming",2,2,174291
"earthquakes",2,2,174291
"gravies",2,1,174291
"arranged",2,2,174291
"jetty",2,2,174291
"koontz",2,2,174291
"splash",2,2,174291
"irrelevant",2,2,174291
"resentful",2,2,174291
"myth",2,1,174291
"manuscripts",2,2,174291
"cooperating",2,2,174291
"penicillin",2,2,174291
"conversions",2,2,174291
"coated",2,2,174291
"helicopters",2,2,174291
"demographically",2,2,174291
"corvettes",2,2,174291
"clones",2,2,174291
"ojeda",2,2,174291
"franchised",2,1,174291
"julio's",2,2,174291
"similarly",2,2,174291
"nickels",2,2,174291
"sucking",2,2,174291
"wounded",2,2,174291
"apologetic",2,2,174291
"weatherman",2,2,174291
"necklace",2,2,174291
"pillow",2,2,174291
"unmet",2,2,174291
"wherein",2,2,174291
"horrified",2,2,174291
"i'ers",2,2,174291
"motivating",2,2,174291
"cat's",2,2,174291
"peppy",2,2,174291
"mcmurtry",2,2,174291
"rapport",2,2,174291
"mindless",2,2,174291
"disney's",2,2,174291
"refuses",2,2,174291
"producers",2,2,174291
"formative",2,2,174291
"compile",2,2,174291
"judgments",2,2,174291
"hunts",2,2,174291
"supplements",2,2,174291
"beijing",2,2,174291
"minnows",2,1,174291
"waning",2,2,174291
"pepsi",2,2,174291
"accidently",2,2,174291
"advised",2,2,174291
"palm",2,1,174291
"surveyors",2,2,174291
"celebrities",2,2,174291
"complacent",2,2,174291
"batted",2,2,174291
"dialysis",2,2,174291
"matresses",2,2,174291
"advisor",2,2,174291
"pane",2,2,174291
"priors",2,2,174291
"invaluable",2,2,174291
"dodges",2,2,174291
"keystone",2,2,174291
"banana",2,2,174291
"obtain",2,2,174291
"alternately",2,2,174291
"overrun",2,2,174291
"insulted",2,2,174291
"expediency",2,2,174291
"blaming",2,2,174291
"behaved",2,2,174291
"mutually",2,2,174291
"crabs",2,2,174291
"mcneil",2,2,174291
"provinces",2,1,174291
"profile",2,2,174291
"pittsburg",2,2,174291
"census",2,2,174291
"formatting",2,2,174291
"oatmeal",2,1,174291
"consignment",2,2,174291
"shelled",2,2,174291
"phrased",2,2,174291
"inca",2,2,174291
"scoutmaster",2,2,174291
"phrases",2,2,174291
"dialect",2,2,174291
"incumbent",2,2,174291
"kingdoms",2,2,174291
"champlain",2,1,174291
"hydraulic",2,2,174291
"scruffy",2,2,174291
"antilock",2,2,174291
"devry",2,2,174291
"upwards",2,2,174291
"truck's",2,2,174291
"paws",2,2,174291
"locust",2,2,174291
"growling",2,2,174291
"looting",2,2,174291
"deadlocked",2,2,174291
"statistically",2,2,174291
"general's",2,2,174291
"supplier",2,2,174291
"mimic",2,2,174291
"bonnie",2,2,174291
"thrillers",2,2,174291
"supplied",2,1,174291
"addict",2,2,174291
"abouts",2,1,174291
"feds",2,2,174291
"romain",2,1,174291
"pontiacs",2,2,174291
"cleanup",2,2,174291
"remarried",2,2,174291
"saginaw",2,2,174291
"whittle",2,2,174291
"sitcom",2,2,174291
"justification",2,2,174291
"repeal",2,1,174291
"speeches",2,2,174291
"poinsettias",2,2,174291
"farfetched",2,1,174291
"powdered",2,2,174291
"insi",2,2,174291
"physicals",2,1,174291
"melbourne",2,2,174291
"refuted",2,2,174291
"scratching",2,2,174291
"wires",2,2,174291
"binds",2,2,174291
"crossover",2,2,174291
"wanderlust",2,2,174291
"snowfall",2,2,174291
"overtaxed",2,2,174291
"trooper",2,2,174291
"arapaho",2,2,174291
"destruction",2,2,174291
"acquit",2,2,174291
"strategies",2,2,174291
"blacklist",2,2,174291
"texts",2,2,174291
"negate",2,2,174291
"craftsman",2,2,174291
"michener's",2,2,174291
"diameter",2,2,174291
"fend",2,2,174291
"sharif",2,2,174291
"indicted",2,2,174291
"registry",2,1,174291
"patron",2,2,174291
"overlook",2,2,174291
"mislocate",2,1,174291
"seagull",2,2,174291
"insur",2,2,174291
"renewed",2,1,174291
"constitute",2,2,174291
"nation's",2,2,174291
"swallow",2,2,174291
"blacksburg",2,2,174291
"imbalance",2,2,174291
"amendments",2,2,174291
"butcher",2,1,174291
"coarse",2,2,174291
"harrisville",2,2,174291
"fascist",2,2,174291
"basketball's",2,1,174291
"cutesy",2,2,174291
"imply",2,2,174291
"parlor",2,2,174291
"capture",2,2,174291
"toting",2,2,174291
"unreliable",2,2,174291
"alerted",2,1,174291
"elder",2,2,174291
"prescribed",2,2,174291
"billed",2,2,174291
"selfishness",2,2,174291
"nifty",2,2,174291
"variable",2,2,174291
"locus",2,2,174291
"providers",2,2,174291
"marched",2,2,174291
"agreeable",2,2,174291
"utility",2,2,174291
"proponent",2,2,174291
"scratched",2,2,174291
"attitude's",2,2,174291
"farmland",2,2,174291
"insist",2,2,174291
"casts",2,2,174291
"buyer's",2,2,174291
"rises",2,2,174291
"punches",2,2,174291
"coleman",2,2,174291
"phasing",2,2,174291
"perturbed",2,2,174291
"havoc",2,2,174291
"legalize",2,1,174291
"isometrics",2,2,174291
"fianc3ee",2,1,174291
"residue",2,2,174291
"slim",2,2,174291
"michael's",2,2,174291
"rehabilitating",2,2,174291
"horseshoes",2,2,174291
"indicates",2,2,174291
"slit",2,2,174291
"chi's",2,2,174291
"stored",2,2,174291
"bradstreet",2,2,174291
"boundary",2,2,174291
"shading",2,2,174291
"crazies",2,2,174291
"haven",2,1,174291
"nonpolluting",2,2,174291
"risky",2,2,174291
"nissans",2,2,174291
"alaskan",2,1,174291
"ingrained",2,2,174291
"migrant",2,2,174291
"slush",2,2,174291
"lonesome",2,2,174291
"patches",2,2,174291
"supplying",2,2,174291
"mulched",2,2,174291
"rips",2,2,174291
"helicopter",2,2,174291
"antibeach",2,2,174291
"dressers",2,2,174291
"slug",2,2,174291
"tows",2,2,174291
"tervurien",2,2,174291
"cater",2,2,174291
"cowboys'",2,2,174291
"phonetics",2,2,174291
"lucille",2,2,174291
"swinging",2,2,174291
"twirler",2,2,174291
"rita",2,2,174291
"tempered",2,2,174291
"hyundee",2,2,174291
"loaner",2,2,174291
"josey",2,1,174291
"roommates",2,2,174291
"capone",2,2,174291
"explicit",2,2,174291
"gimmicks",2,2,174291
"hospitalized",2,2,174291
"earner",2,2,174291
"collars",2,2,174291
"schizophrenic",2,2,174291
"junkins",2,2,174291
"upswing",2,2,174291
"relocated",2,2,174291
"telephones",2,2,174291
"demilitarize",2,2,174291
"breads",2,2,174291
"swings",2,2,174291
"harming",2,2,174291
"fussing",2,1,174291
"dipped",2,2,174291
"promoted",2,2,174291
"dipper",2,2,174291
"grandchild",2,2,174291
"repairman",2,2,174291
"rabbeting",2,1,174291
"tigers",2,2,174291
"furnace",2,2,174291
"haunt",2,2,174291
"kindergartner",2,2,174291
"alcoholics",2,2,174291
"misusing",2,2,174291
"venue",2,2,174291
"origin",2,2,174291
"pet's",2,2,174291
"beethoven",2,2,174291
"lunatic",2,2,174291
"perky",2,2,174291
"nurturing",2,2,174291
"agony",2,2,174291
"roommate's",2,2,174291
"perks",2,2,174291
"vintage",2,1,174291
"finland",2,2,174291
"smithsonian",2,2,174291
"burke",2,2,174291
"dominating",2,2,174291
"diagnosis",2,2,174291
"confronted",2,2,174291
"passionate",2,2,174291
"elders",2,2,174291
"pylons",2,2,174291
"teaspoon",2,2,174291
"wholesome",2,2,174291
"valves",2,2,174291
"programmers",2,2,174291
"twisters",2,2,174291
"gangsters",2,2,174291
"edit",2,2,174291
"lowered",2,2,174291
"incinerators",2,2,174291
"bundles",2,2,174291
"disturb",2,2,174291
"mints",2,2,174291
"ceramics",2,2,174291
"satisfactory",2,2,174291
"dachshunds",2,2,174291
"destination",2,2,174291
"dams",2,2,174291
"dang",2,2,174291
"dane",2,2,174291
"brighten",2,2,174291
"regime",2,2,174291
"fingerprinted",2,2,174291
"trivia",2,2,174291
"dame",2,2,174291
"retirees",2,2,174291
"smartest",2,2,174291
"freshly",2,2,174291
"distribution",2,2,174291
"dart",2,2,174291
"zaps",2,2,174291
"structuring",2,1,174291
"asset",2,2,174291
"herschel",2,2,174291
"comedians",2,2,174291
"avoiding",2,2,174291
"activist",2,2,174291
"epileptic",2,2,174291
"emily",2,2,174291
"salinas",2,2,174291
"warmest",2,2,174291
"dictator",2,2,174291
"reallowed",2,2,174291
"breakfasts",2,2,174291
"functions",2,2,174291
"wastes",2,2,174291
"motels",2,2,174291
"racking",2,2,174291
"rewrite",2,2,174291
"asparagus",2,2,174291
"restful",2,2,174291
"glossy",2,2,174291
"alleged",2,2,174291
"foliage",2,2,174291
"charcoal",2,2,174291
"roaring",2,2,174291
"adios",2,2,174291
"pastel",2,2,174291
"revival",2,2,174291
"conforming",2,2,174291
"treasury",2,2,174291
"unnerving",2,1,174291
"pitifully",2,2,174291
"relieving",2,2,174291
"pear",2,2,174291
"orthodontia",2,2,174291
"laufenberg",2,2,174291
"reich",2,1,174291
"spoons",2,2,174291
"kilogram",2,2,174291
"oilers",2,2,174291
"assisted",2,2,174291
"valedictorian",2,2,174291
"shaved",2,2,174291
"snob",2,2,174291
"humbug",2,1,174291
"tensions",2,2,174291
"imposed",2,2,174291
"arrow",2,2,174291
"kidney",2,2,174291
"caulking",2,2,174291
"heroin",2,2,174291
"accumulation",2,2,174291
"instilled",2,2,174291
"chick",2,2,174291
"security's",2,2,174291
"repercussions",2,2,174291
"verde",2,2,174291
"despise",2,1,174291
"vulgar",2,2,174291
"pastor",2,2,174291
"chagrin",2,2,174291
"conformist",2,2,174291
"defeating",2,2,174291
"facets",2,2,174291
"mobil",2,2,174291
"apprentice",2,2,174291
"displayed",2,2,174291
"anthropology",2,2,174291
"inefficiency",2,2,174291
"daffodil",2,2,174291
"humming",2,1,174291
"stanford",2,2,174291
"comparisons",2,1,174291
"scallions",2,2,174291
"overalls",2,2,174291
"scrutiny",2,2,174291
"trillion",2,2,174291
"demonstrating",2,2,174291
"seekers",2,2,174291
"manned",2,2,174291
"implies",2,2,174291
"representatives",2,2,174291
"calico",2,2,174291
"bird's",2,2,174291
"peop",2,2,174291
"pronounced",2,2,174291
"rusted",2,2,174291
"casualties",2,2,174291
"honduran",2,2,174291
"capsule",2,2,174291
"agriculture",2,2,174291
"hibiscus",2,2,174291
"overview",2,2,174291
"rotation",2,1,174291
"endorse",2,2,174291
"accumulative",2,2,174291
"prostate",2,2,174291
"embargo",2,2,174291
"payers",2,2,174291
"pete",2,2,174291
"terrifies",2,2,174291
"pest",2,2,174291
"caves",2,2,174291
"ivory",2,2,174291
"organs",2,2,174291
"suffers",2,2,174291
"o'neill",2,1,174291
"terrified",2,2,174291
"infested",2,1,174291
"homelessness",2,2,174291
"incidence",2,2,174291
"cucumber",2,1,174291
"emulate",2,1,174291
"acclaimed",2,2,174291
"thwarted",2,2,174291
"presort",2,2,174291
"insurmountable",2,2,174291
"body's",2,2,174291
"inquisition",2,2,174291
"hurst",2,2,174291
"teapot",2,2,174291
"landslide",2,2,174291
"developmental",2,2,174291
"unforeseen",2,2,174291
"primaries",2,2,174291
"refinished",2,2,174291
"ventura",2,2,174291
"predawn",2,2,174291
"wisely",2,2,174291
"inflammatory",2,2,174291
"cambodia",2,1,174291
"enrolled",2,2,174291
"goodwill",2,1,174291
"creep",2,1,174291
"hinge",2,2,174291
"sawed",2,2,174291
"dialing",2,2,174291
"yummy",2,2,174291
"fife",2,1,174291
"postage",2,2,174291
"canoed",2,2,174291
"paragraphs",2,2,174291
"soapies",2,2,174291
"hoop",2,2,174291
"follicles",2,2,174291
"hoof",2,1,174291
"fenix",2,2,174291
"summed",2,2,174291
"quarterly",2,2,174291
"nikki",2,2,174291
"heats",2,2,174291
"efficiently",2,2,174291
"probabl",2,1,174291
"reader's",2,2,174291
"land's",2,2,174291
"seato",2,2,174291
"surrendering",2,2,174291
"hears",2,2,174291
"caretakers",2,2,174291
"tactics",2,2,174291
"pollen",2,2,174291
"groove",2,2,174291
"cats'",2,2,174291
"sanded",2,1,174291
"processed",2,2,174291
"credible",2,2,174291
"ignorant",2,2,174291
"governor's",2,2,174291
"season's",2,2,174291
"favoring",2,2,174291
"electrocution",2,1,174291
"glut",2,2,174291
"ranking",2,2,174291
"graveyard",2,2,174291
"goers",2,2,174291
"renters",2,1,174291
"boulevard",2,2,174291
"tellers",2,2,174291
"backpacked",2,2,174291
"feline",2,2,174291
"bandit",2,1,174291
"consist",2,2,174291
"ingest",2,2,174291
"venezuela",2,2,174291
"draining",2,2,174291
"crest",2,2,174291
"okinawa",2,2,174291
"regions",2,2,174291
"reduces",2,2,174291
"pastas",2,2,174291
"anonymous",2,2,174291
"poking",2,2,174291
"patrols",2,2,174291
"dawned",2,2,174291
"draping",2,1,174291
"moats",2,2,174291
"beeps",2,2,174291
"contacting",2,2,174291
"viking",2,2,174291
"arresting",2,2,174291
"publisher",2,2,174291
"outright",2,2,174291
"terrorist",2,2,174291
"trades",2,2,174291
"municipalities",2,2,174291
"crept",2,1,174291
"milkman",2,2,174291
"mainstay",2,2,174291
"packaged",2,2,174291
"silverado",2,2,174291
"krantz",2,2,174291
"holdup",2,2,174291
"roseanne",2,2,174291
"loosely",2,2,174291
"spin",2,1,174291
"preschooler",2,2,174291
"saddle",2,1,174291
"agreeing",2,2,174291
"gomphrena",2,2,174291
"nincompoop",2,2,174291
"radiologist",2,2,174291
"oklahoma's",2,1,174291
"coldest",2,2,174291
"recharged",2,2,174291
"riveting",2,2,174291
"turntable",2,2,174291
"yaupon",2,1,174291
"theatres",2,2,174291
"mondays",2,2,174291
"happiness",2,2,174291
"reservoir",2,2,174291
"tights",2,2,174291
"vibrates",2,2,174291
"fishes",2,2,174291
"odds",2,2,174291
"caan",2,2,174291
"presenting",2,2,174291
"aim",2,2,174291
"wendy",2,2,174291
"sheetrocking",2,2,174291
"synopsis",2,2,174291
"specialists",2,1,174291
"reversal",2,1,174291
"signing",2,2,174291
"brazos",2,2,174291
"meatball",2,2,174291
"birthday's",2,2,174291
"commissions",2,2,174291
"buffers",2,2,174291
"applicable",2,2,174291
"mitzi",2,2,174291
"uranium",2,2,174291
"junkyard",2,2,174291
"robbie",2,2,174291
"meters",2,2,174291
"commented",2,2,174291
"chemist",2,1,174291
"subjective",2,2,174291
"ano",2,1,174291
"ant",2,2,174291
"buffets",2,2,174291
"burglars",2,2,174291
"analogy",2,2,174291
"janitors",2,2,174291
"cribs",2,2,174291
"prostitution",2,2,174291
"buccaneers",2,2,174291
"spying",2,2,174291
"gambling",2,2,174291
"maximize",2,2,174291
"allowable",2,2,174291
"chassis",2,1,174291
"conditioners",2,2,174291
"succeeded",2,2,174291
"spreader",2,2,174291
"odor",2,2,174291
"describes",2,2,174291
"speculative",2,2,174291
"wilson",2,2,174291
"bonanza",2,2,174291
"spaces",2,2,174291
"pell's",2,2,174291
"approaching",2,2,174291
"napa",2,2,174291
"resting",2,2,174291
"newborn",2,2,174291
"momentum",2,2,174291
"pleasurable",2,2,174291
"livingston",2,2,174291
"tropicals",2,1,174291
"blazing",2,2,174291
"axe",2,2,174291
"auditors",2,2,174291
"educa",2,2,174291
"zappa",2,2,174291
"cures",2,2,174291
"fulfilled",2,2,174291
"meteorological",2,2,174291
"nato",2,2,174291
"catamaran",2,2,174291
"ford's",2,2,174291
"costuming",2,2,174291
"voluminous",2,1,174291
"factual",2,2,174291
"tracer",2,2,174291
"romanticize",2,2,174291
"insert",2,1,174291
"inspiration",2,2,174291
"database",2,2,174291
"bah",2,1,174291
"drags",2,2,174291
